Name,Function_formula,Function,Level_1,Level_2_1,Level_2_2,Level_2_3,Level_2_4
Promo Val Mkt Gr % vs LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Promo Val Mkt LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Promo Val PI +/- LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,Current Period,Current Period (Amount)
Promo Val PI Gr % vs LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Promo Val PI LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Promo Val Prod +/- LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,Current Period,Current Period (Amount)
Promo Val Prod Contrib % LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Promo Val Prod GI vs LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Promo Val Prod Gr % vs LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Promo Val Prod LY,Promo,Promo,Promo / Non Promo,Promo,Amount Metrics,LY or YoY,LY or YoY (Amount)
Ret/Gr Val Ratio +/- LY,Ret/Gr,Ret/Gr,Retail / Grocery,Retail,Amount Metrics,Current Period,Current Period (Amount)
Ret/Gr Val Ratio LY,Ret/Gr,Ret/Gr,Retail / Grocery,Retail,Amount Metrics,LY or YoY,LY or YoY (Amount)
Retail Val % Mkt Shr +/- LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,Current Period,Current Period (Amount)
Retail Val % Mkt Shr LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,LY or YoY,LY or YoY (Amount)
Retail Val +/- LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,Current Period,Current Period (Amount)
Retail Val Comp +/- LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,Current Period,Current Period (Amount)
Retail Val Comp Contrib % LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,LY or YoY,LY or YoY (Amount)
Retail Val Comp GI vs LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,LY or YoY,LY or YoY (Amount)
Retail Val Comp Gr % vs LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,LY or YoY,LY or YoY (Amount)
Retail Val Comp LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,LY or YoY,LY or YoY (Amount)
Retail Val Contrib % LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,LY or YoY,LY or YoY (Amount)
Retail Val EI vs LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,Current Period,Current Period (Amount)
Retail Val GI vs LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,LY or YoY,LY or YoY (Amount)
Retail Val Gr % vs LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,LY or YoY,LY or YoY (Amount)
Retail Val LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,LY or YoY,LY or YoY (Amount)
Retail Val Mkt +/- LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,Current Period,Current Period (Amount)
Retail Val Mkt Contrib % LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,LY or YoY,LY or YoY (Amount)
Retail Val Mkt GI vs LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,LY or YoY,LY or YoY (Amount)
Retail Val Mkt Gr % vs LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,LY or YoY,LY or YoY (Amount)
Retail Val Mkt LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,LY or YoY,LY or YoY (Amount)
Retail Val PI +/- LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,Current Period,Current Period (Amount)
Retail Val PI Gr % vs LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,LY or YoY,LY or YoY (Amount)
Retail Val PI LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,LY or YoY,LY or YoY (Amount)
Retail Val Prod +/- LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,Current Period,Current Period (Amount)
Retail Val Prod Contrib % LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,LY or YoY,LY or YoY (Amount)
Retail Val Prod GI vs LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,LY or YoY,LY or YoY (Amount)
Retail Val Prod Gr % vs LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,LY or YoY,LY or YoY (Amount)
Retail Val Prod LY,Retail,Retail,Retail / Grocery,Retail,Amount Metrics,LY or YoY,LY or YoY (Amount)
ROS Val +/- LY,ROS,ROS,Distribution Metrics,Distribution Value Metrics,Amount Metrics,Current Period,Current Period (Amount)
ROS Val LY,ROS,ROS,Distribution Metrics,Distribution Value Metrics,Amount Metrics,LY or YoY,LY or YoY (Amount)
Scanout Val % Mkt Shr +/- LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,Current Period,Current Period (Amount)
Scanout Val % Mkt Shr LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,LY or YoY,LY or YoY (Amount)
Scanout Val +/- LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,Current Period,Current Period (Amount)
Scanout Val Comp +/- LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,Current Period,Current Period (Amount)
Scanout Val Comp Contrib % LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,LY or YoY,LY or YoY (Amount)
Scanout Val Comp GI vs LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,LY or YoY,LY or YoY (Amount)
Scanout Val Comp Gr % vs LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,LY or YoY,LY or YoY (Amount)
Scanout Val Comp LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,LY or YoY,LY or YoY (Amount)
Scanout Val Contrib % LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,LY or YoY,LY or YoY (Amount)
Scanout Val EI vs LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,Current Period,Current Period (Amount)
Scanout Val GI vs LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,LY or YoY,LY or YoY (Amount)
Scanout Val Gr % vs LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,LY or YoY,LY or YoY (Amount)
Scanout Val LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,LY or YoY,LY or YoY (Amount)
Scanout Val Mkt +/- LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,Current Period,Current Period (Amount)
Scanout Val Mkt Contrib % LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,LY or YoY,LY or YoY (Amount)
Scanout Val Mkt GI vs LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,LY or YoY,LY or YoY (Amount)
Scanout Val Mkt Gr % vs LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,LY or YoY,LY or YoY (Amount)
Scanout Val Mkt LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,LY or YoY,LY or YoY (Amount)
Scanout Val PI +/- LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,Current Period,Current Period (Amount)
Scanout Val PI Gr % vs LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,LY or YoY,LY or YoY (Amount)
Scanout Val PI LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,LY or YoY,LY or YoY (Amount)
Scanout Val Prod +/- LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,Current Period,Current Period (Amount)
Scanout Val Prod Contrib % LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,LY or YoY,LY or YoY (Amount)
Scanout Val Prod GI vs LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,LY or YoY,LY or YoY (Amount)
Scanout Val Prod Gr % vs LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,LY or YoY,LY or YoY (Amount)
Scanout Val Prod LY,Scanout,Scanout,Scanout / Sellin,Scanout,Amount Metrics,LY or YoY,LY or YoY (Amount)
Sellin Val % Mkt Shr +/- LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,Current Period,Current Period (Amount)
Sellin Val % Mkt Shr LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,LY or YoY,LY or YoY (Amount)
Sellin Val +/- LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,Current Period,Current Period (Amount)
Sellin Val Comp +/- LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,Current Period,Current Period (Amount)
Sellin Val Comp Contrib % LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,LY or YoY,LY or YoY (Amount)
Sellin Val Comp GI vs LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,LY or YoY,LY or YoY (Amount)
Sellin Val Comp Gr % vs LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,LY or YoY,LY or YoY (Amount)
Sellin Val Comp LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,LY or YoY,LY or YoY (Amount)
Sellin Val Contrib % LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,LY or YoY,LY or YoY (Amount)
Sellin Val EI vs LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,Current Period,Current Period (Amount)
Sellin Val GI vs LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,LY or YoY,LY or YoY (Amount)
Sellin Val Gr % vs LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,LY or YoY,LY or YoY (Amount)
Sellin Val LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,LY or YoY,LY or YoY (Amount)
Sellin Val Mkt +/- LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,Current Period,Current Period (Amount)
Sellin Val Mkt Contrib % LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,LY or YoY,LY or YoY (Amount)
Sellin Val Mkt GI vs LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,LY or YoY,LY or YoY (Amount)
Sellin Val Mkt Gr % vs LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,LY or YoY,LY or YoY (Amount)
Sellin Val Mkt LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,LY or YoY,LY or YoY (Amount)
Sellin Val PI +/- LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,Current Period,Current Period (Amount)
Sellin Val PI Gr % vs LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,LY or YoY,LY or YoY (Amount)
Sellin Val PI LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,LY or YoY,LY or YoY (Amount)
Sellin Val Prod +/- LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,Current Period,Current Period (Amount)
Sellin Val Prod Contrib % LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,LY or YoY,LY or YoY (Amount)
Sellin Val Prod GI vs LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,LY or YoY,LY or YoY (Amount)
Sellin Val Prod Gr % vs LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,LY or YoY,LY or YoY (Amount)
Sellin Val Prod LY,Sellin,Sellin,Scanout / Sellin,Sellin,Amount Metrics,LY or YoY,LY or YoY (Amount)
SO/SI Val Ratio +/- LY,SO/SI,SO/SI,Scanout / Sellin,Scanout,Amount Metrics,Current Period,Current Period (Amount)
SO/SI Val Ratio LY,SO/SI,SO/SI,Scanout / Sellin,Scanout,Amount Metrics,LY or YoY,LY or YoY (Amount)
Store # Dist +/- LY,Store,Store,Distribution Metrics,Store # / Distribution,Amount Metrics,Current Period,Current Period (Amount)
Store # Dist LY,Store,Store,Distribution Metrics,Store # / Distribution,Amount Metrics,LY or YoY,LY or YoY (Amount)
Store # Total +/- LY,Store,Store,Distribution Metrics,Store # / Distribution,Amount Metrics,Current Period,Current Period (Amount)
Store # Total LY,Store,Store,Distribution Metrics,Store # / Distribution,Amount Metrics,LY or YoY,LY or YoY (Amount)
Val Mkt,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,Current Period,Current Period (Amount)
Val % Mkt Shr LY,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,LY or YoY,LY or YoY (Amount)
Val Mkt +/- LY,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,Current Period,Current Period (Amount)
Val Mkt Contrib %,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,Current Period,Current Period (Amount)
Val Comp Contrib % LY,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,LY or YoY,LY or YoY (Amount)
Val Comp GI vs LY,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,LY or YoY,LY or YoY (Amount)
Val Comp Gr % vs LY,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,LY or YoY,LY or YoY (Amount)
Val Comp LY,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,LY or YoY,LY or YoY (Amount)
Val Contrib % LY,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,LY or YoY,LY or YoY (Amount)
Val PI,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,Current Period,Current Period (Amount)
Val GI vs LY,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,LY or YoY,LY or YoY (Amount)
Val Gr % vs LY,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,LY or YoY,LY or YoY (Amount)
Val LY,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,LY or YoY,LY or YoY (Amount)
Val PI +/- LY,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,Current Period,Current Period (Amount)
Val Mkt Contrib % LY,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,LY or YoY,LY or YoY (Amount)
Val Mkt GI vs LY,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,LY or YoY,LY or YoY (Amount)
Val Mkt Gr % vs LY,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,LY or YoY,LY or YoY (Amount)
Val Mkt LY,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,LY or YoY,LY or YoY (Amount)
Val Prod,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,Current Period,Current Period (Amount)
Val PI Gr % vs LY,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,LY or YoY,LY or YoY (Amount)
Val PI LY,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,LY or YoY,LY or YoY (Amount)
Val Prod +/- LY,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,Current Period,Current Period (Amount)
Val Prod Contrib % LY,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,LY or YoY,LY or YoY (Amount)
Val Prod GI vs LY,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,LY or YoY,LY or YoY (Amount)
Val Prod Gr % vs LY,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,LY or YoY,LY or YoY (Amount)
Val Prod LY,Val,Val,Base Metrics,Amount Metrics,Amount Metrics,LY or YoY,LY or YoY (Amount)
Val Dist +/- LY,Val,Val,Distribution Metrics,Distribution Value Metrics,Amount Metrics,Current Period,Current Period (Amount)
Val Dist LY,Val,Val,Distribution Metrics,Distribution Value Metrics,Amount Metrics,LY or YoY,LY or YoY (Amount)
Val Dist Prod +/- LY,Val,Val,Distribution Metrics,Distribution Value Metrics,Amount Metrics,Current Period,Current Period (Amount)
Val Dist Prod LY,Val,Val,Distribution Metrics,Distribution Value Metrics,Amount Metrics,LY or YoY,LY or YoY (Amount)
Wtd Selling Dist +/- LY,Wtd,Wtd,Distribution Metrics,Store # / Distribution,Amount Metrics,Current Period,Current Period (Amount)
Wtd Selling Dist LY,Wtd,Wtd,Distribution Metrics,Store # / Distribution,Amount Metrics,LY or YoY,LY or YoY (Amount)
Wtd/Num Dist Index +/- LY,Wtd/Num,Wtd/Num,Distribution Metrics,Store # / Distribution,Amount Metrics,Current Period,Current Period (Amount)
Wtd/Num Dist Index LY,Wtd/Num,Wtd/Num,Distribution Metrics,Store # / Distribution,Amount Metrics,LY or YoY,LY or YoY (Amount)
Pack # % Mkt Shr +/- LY,Pack,Pack,Pack Ranging Metrics,Base Metrics,Base Metrics,Current Period,Current Period
Pack # % Mkt Shr LY,Pack,Pack,Pack Ranging Metrics,Base Metrics,Base Metrics,LY or YoY,LY or YoY
Pack # +/- LY,Pack,Pack,Pack Ranging Metrics,Base Metrics,Base Metrics,Current Period,Current Period
Pack # Contrib % LY,Pack,Pack,Pack Ranging Metrics,Base Metrics,Base Metrics,LY or YoY,LY or YoY
Pack # EI vs LY,Pack,Pack,Pack Ranging Metrics,Base Metrics,Base Metrics,Current Period,Current Period
Pack # GI vs LY,Pack,Pack,Pack Ranging Metrics,Base Metrics,Base Metrics,LY or YoY,LY or YoY
Pack # Gr % vs LY,Pack,Pack,Pack Ranging Metrics,Base Metrics,Base Metrics,LY or YoY,LY or YoY
Pack # LY,Pack,Pack,Pack Ranging Metrics,Base Metrics,Base Metrics,LY or YoY,LY or YoY
Pack # PI +/- LY,Pack,Pack,Pack Ranging Metrics,Base Metrics,Base Metrics,Current Period,Current Period
Pack # PI Gr % vs LY,Pack,Pack,Pack Ranging Metrics,Base Metrics,Base Metrics,LY or YoY,LY or YoY
Pack # PI LY,Pack,Pack,Pack Ranging Metrics,Base Metrics,Base Metrics,LY or YoY,LY or YoY
Pack # Comp +/- LY,Pack,Pack,Pack Ranging Metrics,Own Product / Market,Own Product / Market,Current Period,Current Period
Pack # Comp Contrib % LY,Pack,Pack,Pack Ranging Metrics,Own Product / Market,Own Product / Market,LY or YoY,LY or YoY
Pack # Comp GI vs LY,Pack,Pack,Pack Ranging Metrics,Own Product / Market,Own Product / Market,LY or YoY,LY or YoY
Pack # Comp Gr % vs LY,Pack,Pack,Pack Ranging Metrics,Own Product / Market,Own Product / Market,LY or YoY,LY or YoY
Pack # Comp LY,Pack,Pack,Pack Ranging Metrics,Own Product / Market,Own Product / Market,LY or YoY,LY or YoY
Pack # Mkt +/- LY,Pack,Pack,Pack Ranging Metrics,Own Product / Market,Own Product / Market,Current Period,Current Period
Pack # Mkt Contrib % LY,Pack,Pack,Pack Ranging Metrics,Own Product / Market,Own Product / Market,LY or YoY,LY or YoY
Pack # Mkt GI vs LY,Pack,Pack,Pack Ranging Metrics,Own Product / Market,Own Product / Market,LY or YoY,LY or YoY
Pack # Mkt Gr % vs LY,Pack,Pack,Pack Ranging Metrics,Own Product / Market,Own Product / Market,LY or YoY,LY or YoY
Pack # Mkt LY,Pack,Pack,Pack Ranging Metrics,Own Product / Market,Own Product / Market,LY or YoY,LY or YoY
Pack # Prod +/- LY,Pack,Pack,Pack Ranging Metrics,Own Product / Market,Own Product / Market,Current Period,Current Period
Pack # Prod Contrib % LY,Pack,Pack,Pack Ranging Metrics,Own Product / Market,Own Product / Market,LY or YoY,LY or YoY
Pack # Prod GI vs LY,Pack,Pack,Pack Ranging Metrics,Own Product / Market,Own Product / Market,LY or YoY,LY or YoY
Pack # Prod Gr % vs LY,Pack,Pack,Pack Ranging Metrics,Own Product / Market,Own Product / Market,LY or YoY,LY or YoY
Pack # Prod LY,Pack,Pack,Pack Ranging Metrics,Own Product / Market,Own Product / Market,LY or YoY,LY or YoY
B&M Price +/- LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Price Metrics,Current Period,Current Period (Price)
B&M Price Comp +/- LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Price Metrics,Current Period,Current Period (Price)
B&M Price Comp GI vs LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Price Metrics,LY or YoY,LY or YoY (Price)
B&M Price Comp Gr % vs LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Price Metrics,LY or YoY,LY or YoY (Price)
B&M Price Comp LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Price Metrics,LY or YoY,LY or YoY (Price)
B&M Price GI vs LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Price Metrics,LY or YoY,LY or YoY (Price)
B&M Price Gr % vs LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Price Metrics,LY or YoY,LY or YoY (Price)
B&M Price LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Price Metrics,LY or YoY,LY or YoY (Price)
B&M Price Mkt +/- LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Price Metrics,Current Period,Current Period (Price)
B&M Price Mkt GI vs LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Price Metrics,LY or YoY,LY or YoY (Price)
B&M Price Mkt Gr % vs LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Price Metrics,LY or YoY,LY or YoY (Price)
B&M Price Mkt LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Price Metrics,LY or YoY,LY or YoY (Price)
B&M Price Prod +/- LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Price Metrics,Current Period,Current Period (Price)
B&M Price Prod GI vs LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Price Metrics,LY or YoY,LY or YoY (Price)
B&M Price Prod Gr % vs LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Price Metrics,LY or YoY,LY or YoY (Price)
B&M Price Prod LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Price Metrics,LY or YoY,LY or YoY (Price)
Baseline Price +/- LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Price Metrics,Current Period,Current Period (Price)
Baseline Price Comp +/- LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Price Metrics,Current Period,Current Period (Price)
Baseline Price Comp GI vs LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Price Metrics,LY or YoY,LY or YoY (Price)
Baseline Price Comp Gr % vs LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Price Metrics,LY or YoY,LY or YoY (Price)
Baseline Price Comp LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Price Metrics,LY or YoY,LY or YoY (Price)
Baseline Price GI vs LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Price Metrics,LY or YoY,LY or YoY (Price)
Baseline Price Gr % vs LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Price Metrics,LY or YoY,LY or YoY (Price)
Baseline Price LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Price Metrics,LY or YoY,LY or YoY (Price)
