Name	Level_1	Level_2_1	Level_2_2	Level_2_3	Level_2_4
Export Price Comp Gr % vs LY	Domestic / Export	Export	Price Metrics	LY or YoY	LY or YoY (Price)
Export Price Comp LY	Domestic / Export	Export	Price Metrics	LY or YoY	LY or YoY (Price)
Export Price GI vs LY	Domestic / Export	Export	Price Metrics	LY or YoY	LY or YoY (Price)
Export Price Gr % vs LY	Domestic / Export	Export	Price Metrics	LY or YoY	LY or YoY (Price)
Export Price LY	Domestic / Export	Export	Price Metrics	LY or YoY	LY or YoY (Price)
Export Price Mkt +/- LY	Domestic / Export	Export	Price Metrics	Current Period	Current Period (Price)
Export Price Mkt GI vs LY	Domestic / Export	Export	Price Metrics	LY or YoY	LY or YoY (Price)
Export Price Mkt Gr % vs LY	Domestic / Export	Export	Price Metrics	LY or YoY	LY or YoY (Price)
Export Price Mkt LY	Domestic / Export	Export	Price Metrics	LY or YoY	LY or YoY (Price)
Export Price Prod +/- LY	Domestic / Export	Export	Price Metrics	Current Period	Current Period (Price)
Export Price Prod GI vs LY	Domestic / Export	Export	Price Metrics	LY or YoY	LY or YoY (Price)
Export Price Prod Gr % vs LY	Domestic / Export	Export	Price Metrics	LY or YoY	LY or YoY (Price)
Export Price Prod LY	Domestic / Export	Export	Price Metrics	LY or YoY	LY or YoY (Price)
Grocery Price +/- LY	Retail / Grocery	Grocery	Price Metrics	Current Period	Current Period (Price)
Grocery Price Comp +/- LY	Retail / Grocery	Grocery	Price Metrics	Current Period	Current Period (Price)
Grocery Price Comp GI vs LY	Retail / Grocery	Grocery	Price Metrics	LY or YoY	LY or YoY (Price)
Grocery Price Comp Gr % vs LY	Retail / Grocery	Grocery	Price Metrics	LY or YoY	LY or YoY (Price)
Grocery Price Comp LY	Retail / Grocery	Grocery	Price Metrics	LY or YoY	LY or YoY (Price)
Grocery Price GI vs LY	Retail / Grocery	Grocery	Price Metrics	LY or YoY	LY or YoY (Price)
Grocery Price Gr % vs LY	Retail / Grocery	Grocery	Price Metrics	LY or YoY	LY or YoY (Price)
Grocery Price LY	Retail / Grocery	Grocery	Price Metrics	LY or YoY	LY or YoY (Price)
Grocery Price Mkt +/- LY	Retail / Grocery	Grocery	Price Metrics	Current Period	Current Period (Price)
Grocery Price Mkt GI vs LY	Retail / Grocery	Grocery	Price Metrics	LY or YoY	LY or YoY (Price)
Grocery Price Mkt Gr % vs LY	Retail / Grocery	Grocery	Price Metrics	LY or YoY	LY or YoY (Price)
Grocery Price Mkt LY	Retail / Grocery	Grocery	Price Metrics	LY or YoY	LY or YoY (Price)
Grocery Price Prod +/- LY	Retail / Grocery	Grocery	Price Metrics	Current Period	Current Period (Price)
Grocery Price Prod GI vs LY	Retail / Grocery	Grocery	Price Metrics	LY or YoY	LY or YoY (Price)
Grocery Price Prod Gr % vs LY	Retail / Grocery	Grocery	Price Metrics	LY or YoY	LY or YoY (Price)
Grocery Price Prod LY	Retail / Grocery	Grocery	Price Metrics	LY or YoY	LY or YoY (Price)
Incremental Price +/- LY	Baseline /Incremental / Lost	Incremental	Price Metrics	Current Period	Current Period (Price)
Incremental Price Comp +/- LY	Baseline /Incremental / Lost	Incremental	Price Metrics	Current Period	Current Period (Price)
Incremental Price Comp GI vs LY	Baseline /Incremental / Lost	Incremental	Price Metrics	LY or YoY	LY or YoY (Price)
Incremental Price Comp Gr % vs LY	Baseline /Incremental / Lost	Incremental	Price Metrics	LY or YoY	LY or YoY (Price)
Incremental Price Comp LY	Baseline /Incremental / Lost	Incremental	Price Metrics	LY or YoY	LY or YoY (Price)
Incremental Price GI vs LY	Baseline /Incremental / Lost	Incremental	Price Metrics	LY or YoY	LY or YoY (Price)
Incremental Price Gr % vs LY	Baseline /Incremental / Lost	Incremental	Price Metrics	LY or YoY	LY or YoY (Price)
Incremental Price LY	Baseline /Incremental / Lost	Incremental	Price Metrics	LY or YoY	LY or YoY (Price)
Incremental Price Mkt +/- LY	Baseline /Incremental / Lost	Incremental	Price Metrics	Current Period	Current Period (Price)
Incremental Price Mkt GI vs LY	Baseline /Incremental / Lost	Incremental	Price Metrics	LY or YoY	LY or YoY (Price)
Incremental Price Mkt Gr % vs LY	Baseline /Incremental / Lost	Incremental	Price Metrics	LY or YoY	LY or YoY (Price)
Incremental Price Mkt LY	Baseline /Incremental / Lost	Incremental	Price Metrics	LY or YoY	LY or YoY (Price)
Incremental Price Prod +/- LY	Baseline /Incremental / Lost	Incremental	Price Metrics	Current Period	Current Period (Price)
Incremental Price Prod GI vs LY	Baseline /Incremental / Lost	Incremental	Price Metrics	LY or YoY	LY or YoY (Price)
Incremental Price Prod Gr % vs LY	Baseline /Incremental / Lost	Incremental	Price Metrics	LY or YoY	LY or YoY (Price)
Incremental Price Prod LY	Baseline /Incremental / Lost	Incremental	Price Metrics	LY or YoY	LY or YoY (Price)
Lost Price +/- LY	Baseline /Incremental / Lost	Lost	Price Metrics	Current Period	Current Period (Price)
Lost Price Comp +/- LY	Baseline /Incremental / Lost	Lost	Price Metrics	Current Period	Current Period (Price)
Lost Price Comp GI vs LY	Baseline /Incremental / Lost	Lost	Price Metrics	LY or YoY	LY or YoY (Price)
Lost Price Comp Gr % vs LY	Baseline /Incremental / Lost	Lost	Price Metrics	LY or YoY	LY or YoY (Price)
Lost Price Comp LY	Baseline /Incremental / Lost	Lost	Price Metrics	LY or YoY	LY or YoY (Price)
Lost Price GI vs LY	Baseline /Incremental / Lost	Lost	Price Metrics	LY or YoY	LY or YoY (Price)
Lost Price Gr % vs LY	Baseline /Incremental / Lost	Lost	Price Metrics	LY or YoY	LY or YoY (Price)
Lost Price LY	Baseline /Incremental / Lost	Lost	Price Metrics	LY or YoY	LY or YoY (Price)
Lost Price Mkt +/- LY	Baseline /Incremental / Lost	Lost	Price Metrics	Current Period	Current Period (Price)
Lost Price Mkt GI vs LY	Baseline /Incremental / Lost	Lost	Price Metrics	LY or YoY	LY or YoY (Price)
Lost Price Mkt Gr % vs LY	Baseline /Incremental / Lost	Lost	Price Metrics	LY or YoY	LY or YoY (Price)
Lost Price Mkt LY	Baseline /Incremental / Lost	Lost	Price Metrics	LY or YoY	LY or YoY (Price)
Lost Price Prod +/- LY	Baseline /Incremental / Lost	Lost	Price Metrics	Current Period	Current Period (Price)
Lost Price Prod GI vs LY	Baseline /Incremental / Lost	Lost	Price Metrics	LY or YoY	LY or YoY (Price)
Lost Price Prod Gr % vs LY	Baseline /Incremental / Lost	Lost	Price Metrics	LY or YoY	LY or YoY (Price)
Lost Price Prod LY	Baseline /Incremental / Lost	Lost	Price Metrics	LY or YoY	LY or YoY (Price)
Non Promo Price +/- LY	Promo / Non Promo	Non Promo	Price Metrics	Current Period	Current Period (Price)
Non Promo Price Comp +/- LY	Promo / Non Promo	Non Promo	Price Metrics	Current Period	Current Period (Price)
Non Promo Price Comp GI vs LY	Promo / Non Promo	Non Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Non Promo Price Comp Gr % vs LY	Promo / Non Promo	Non Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Non Promo Price Comp LY	Promo / Non Promo	Non Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Non Promo Price GI vs LY	Promo / Non Promo	Non Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Non Promo Price Gr % vs LY	Promo / Non Promo	Non Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Non Promo Price LY	Promo / Non Promo	Non Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Non Promo Price Mkt +/- LY	Promo / Non Promo	Non Promo	Price Metrics	Current Period	Current Period (Price)
Non Promo Price Mkt GI vs LY	Promo / Non Promo	Non Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Non Promo Price Mkt Gr % vs LY	Promo / Non Promo	Non Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Non Promo Price Mkt LY	Promo / Non Promo	Non Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Non Promo Price Prod +/- LY	Promo / Non Promo	Non Promo	Price Metrics	Current Period	Current Period (Price)
Non Promo Price Prod GI vs LY	Promo / Non Promo	Non Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Non Promo Price Prod Gr % vs LY	Promo / Non Promo	Non Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Non Promo Price Prod LY	Promo / Non Promo	Non Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Online Price +/- LY	Brick & Mortar / Online	Online	Price Metrics	Current Period	Current Period (Price)
Online Price Comp +/- LY	Brick & Mortar / Online	Online	Price Metrics	Current Period	Current Period (Price)
Online Price Comp GI vs LY	Brick & Mortar / Online	Online	Price Metrics	LY or YoY	LY or YoY (Price)
Online Price Comp Gr % vs LY	Brick & Mortar / Online	Online	Price Metrics	LY or YoY	LY or YoY (Price)
Online Price Comp LY	Brick & Mortar / Online	Online	Price Metrics	LY or YoY	LY or YoY (Price)
Online Price GI vs LY	Brick & Mortar / Online	Online	Price Metrics	LY or YoY	LY or YoY (Price)
Online Price Gr % vs LY	Brick & Mortar / Online	Online	Price Metrics	LY or YoY	LY or YoY (Price)
Online Price LY	Brick & Mortar / Online	Online	Price Metrics	LY or YoY	LY or YoY (Price)
Online Price Mkt +/- LY	Brick & Mortar / Online	Online	Price Metrics	Current Period	Current Period (Price)
Online Price Mkt GI vs LY	Brick & Mortar / Online	Online	Price Metrics	LY or YoY	LY or YoY (Price)
Online Price Mkt Gr % vs LY	Brick & Mortar / Online	Online	Price Metrics	LY or YoY	LY or YoY (Price)
Online Price Mkt LY	Brick & Mortar / Online	Online	Price Metrics	LY or YoY	LY or YoY (Price)
Online Price Prod +/- LY	Brick & Mortar / Online	Online	Price Metrics	Current Period	Current Period (Price)
Online Price Prod GI vs LY	Brick & Mortar / Online	Online	Price Metrics	LY or YoY	LY or YoY (Price)
Online Price Prod Gr % vs LY	Brick & Mortar / Online	Online	Price Metrics	LY or YoY	LY or YoY (Price)
Online Price Prod LY	Brick & Mortar / Online	Online	Price Metrics	LY or YoY	LY or YoY (Price)
Price +/- LY	Base Metrics	Price Metrics	Price Metrics	Current Period	Current Period (Price)
Price Comp +/- LY	Base Metrics	Price Metrics	Price Metrics	Current Period	Current Period (Price)
Price Comp GI vs LY	Base Metrics	Price Metrics	Price Metrics	LY or YoY	LY or YoY (Price)
Price Comp Gr % vs LY	Base Metrics	Price Metrics	Price Metrics	LY or YoY	LY or YoY (Price)
Price Comp LY	Base Metrics	Price Metrics	Price Metrics	LY or YoY	LY or YoY (Price)
Price GI vs LY	Base Metrics	Price Metrics	Price Metrics	LY or YoY	LY or YoY (Price)
Price Gr % vs LY	Base Metrics	Price Metrics	Price Metrics	LY or YoY	LY or YoY (Price)
Price LY	Base Metrics	Price Metrics	Price Metrics	LY or YoY	LY or YoY (Price)
Price Mkt +/- LY	Base Metrics	Price Metrics	Price Metrics	Current Period	Current Period (Price)
Price Mkt GI vs LY	Base Metrics	Price Metrics	Price Metrics	LY or YoY	LY or YoY (Price)
Price Mkt Gr % vs LY	Base Metrics	Price Metrics	Price Metrics	LY or YoY	LY or YoY (Price)
Price Mkt LY	Base Metrics	Price Metrics	Price Metrics	LY or YoY	LY or YoY (Price)
Promo Price +/- LY	Promo / Non Promo	Promo	Price Metrics	Current Period	Current Period (Price)
Promo Price Comp +/- LY	Promo / Non Promo	Promo	Price Metrics	Current Period	Current Period (Price)
Promo Price Comp GI vs LY	Promo / Non Promo	Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Promo Price Comp Gr % vs LY	Promo / Non Promo	Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Promo Price Comp LY	Promo / Non Promo	Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Promo Price GI vs LY	Promo / Non Promo	Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Promo Price Gr % vs LY	Promo / Non Promo	Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Promo Price LY	Promo / Non Promo	Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Promo Price Mkt +/- LY	Promo / Non Promo	Promo	Price Metrics	Current Period	Current Period (Price)
Promo Price Mkt GI vs LY	Promo / Non Promo	Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Promo Price Mkt Gr % vs LY	Promo / Non Promo	Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Promo Price Mkt LY	Promo / Non Promo	Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Promo Price Prod +/- LY	Promo / Non Promo	Promo	Price Metrics	Current Period	Current Period (Price)
Promo Price Prod GI vs LY	Promo / Non Promo	Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Promo Price Prod Gr % vs LY	Promo / Non Promo	Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Promo Price Prod LY	Promo / Non Promo	Promo	Price Metrics	LY or YoY	LY or YoY (Price)
Retail Price +/- LY	Retail / Grocery	Retail	Price Metrics	Current Period	Current Period (Price)
Retail Price Comp +/- LY	Retail / Grocery	Retail	Price Metrics	Current Period	Current Period (Price)
Retail Price Comp GI vs LY	Retail / Grocery	Retail	Price Metrics	LY or YoY	LY or YoY (Price)
Retail Price Comp Gr % vs LY	Retail / Grocery	Retail	Price Metrics	LY or YoY	LY or YoY (Price)
Retail Price Comp LY	Retail / Grocery	Retail	Price Metrics	LY or YoY	LY or YoY (Price)
Retail Price GI vs LY	Retail / Grocery	Retail	Price Metrics	LY or YoY	LY or YoY (Price)
Retail Price Gr % vs LY	Retail / Grocery	Retail	Price Metrics	LY or YoY	LY or YoY (Price)
Retail Price LY	Retail / Grocery	Retail	Price Metrics	LY or YoY	LY or YoY (Price)
Retail Price Mkt +/- LY	Retail / Grocery	Retail	Price Metrics	Current Period	Current Period (Price)
Retail Price Mkt GI vs LY	Retail / Grocery	Retail	Price Metrics	LY or YoY	LY or YoY (Price)
Retail Price Mkt Gr % vs LY	Retail / Grocery	Retail	Price Metrics	LY or YoY	LY or YoY (Price)
Retail Price Mkt LY	Retail / Grocery	Retail	Price Metrics	LY or YoY	LY or YoY (Price)
Retail Price Prod +/- LY	Retail / Grocery	Retail	Price Metrics	Current Period	Current Period (Price)
Retail Price Prod GI vs LY	Retail / Grocery	Retail	Price Metrics	LY or YoY	LY or YoY (Price)
Retail Price Prod Gr % vs LY	Retail / Grocery	Retail	Price Metrics	LY or YoY	LY or YoY (Price)
Retail Price Prod LY	Retail / Grocery	Retail	Price Metrics	LY or YoY	LY or YoY (Price)
Scanout Price +/- LY	Scanout / Sellin	Scanout	Price Metrics	Current Period	Current Period (Price)
Scanout Price Comp +/- LY	Scanout / Sellin	Scanout	Price Metrics	Current Period	Current Period (Price)
Scanout Price Comp GI vs LY	Scanout / Sellin	Scanout	Price Metrics	LY or YoY	LY or YoY (Price)
Scanout Price Comp Gr % vs LY	Scanout / Sellin	Scanout	Price Metrics	LY or YoY	LY or YoY (Price)
Scanout Price Comp LY	Scanout / Sellin	Scanout	Price Metrics	LY or YoY	LY or YoY (Price)
Scanout Price GI vs LY	Scanout / Sellin	Scanout	Price Metrics	LY or YoY	LY or YoY (Price)
Scanout Price Gr % vs LY	Scanout / Sellin	Scanout	Price Metrics	LY or YoY	LY or YoY (Price)
Scanout Price LY	Scanout / Sellin	Scanout	Price Metrics	LY or YoY	LY or YoY (Price)
Scanout Price Mkt +/- LY	Scanout / Sellin	Scanout	Price Metrics	Current Period	Current Period (Price)
Scanout Price Mkt GI vs LY	Scanout / Sellin	Scanout	Price Metrics	LY or YoY	LY or YoY (Price)
Scanout Price Mkt Gr % vs LY	Scanout / Sellin	Scanout	Price Metrics	LY or YoY	LY or YoY (Price)
Scanout Price Mkt LY	Scanout / Sellin	Scanout	Price Metrics	LY or YoY	LY or YoY (Price)
Scanout Price Prod +/- LY	Scanout / Sellin	Scanout	Price Metrics	Current Period	Current Period (Price)
Scanout Price Prod GI vs LY	Scanout / Sellin	Scanout	Price Metrics	LY or YoY	LY or YoY (Price)
Scanout Price Prod Gr % vs LY	Scanout / Sellin	Scanout	Price Metrics	LY or YoY	LY or YoY (Price)
Scanout Price Prod LY	Scanout / Sellin	Scanout	Price Metrics	LY or YoY	LY or YoY (Price)
Sellin Price +/- LY	Scanout / Sellin	Sellin	Price Metrics	Current Period	Current Period (Price)
Sellin Price Comp +/- LY	Scanout / Sellin	Sellin	Price Metrics	Current Period	Current Period (Price)
Sellin Price Comp GI vs LY	Scanout / Sellin	Sellin	Price Metrics	LY or YoY	LY or YoY (Price)
Sellin Price Comp Gr % vs LY	Scanout / Sellin	Sellin	Price Metrics	LY or YoY	LY or YoY (Price)
Sellin Price Comp LY	Scanout / Sellin	Sellin	Price Metrics	LY or YoY	LY or YoY (Price)
Sellin Price GI vs LY	Scanout / Sellin	Sellin	Price Metrics	LY or YoY	LY or YoY (Price)
Sellin Price Gr % vs LY	Scanout / Sellin	Sellin	Price Metrics	LY or YoY	LY or YoY (Price)
Sellin Price LY	Scanout / Sellin	Sellin	Price Metrics	LY or YoY	LY or YoY (Price)
Sellin Price Mkt +/- LY	Scanout / Sellin	Sellin	Price Metrics	Current Period	Current Period (Price)
Sellin Price Mkt GI vs LY	Scanout / Sellin	Sellin	Price Metrics	LY or YoY	LY or YoY (Price)
Sellin Price Mkt Gr % vs LY	Scanout / Sellin	Sellin	Price Metrics	LY or YoY	LY or YoY (Price)
Sellin Price Mkt LY	Scanout / Sellin	Sellin	Price Metrics	LY or YoY	LY or YoY (Price)
Sellin Price Prod +/- LY	Scanout / Sellin	Sellin	Price Metrics	Current Period	Current Period (Price)
Sellin Price Prod GI vs LY	Scanout / Sellin	Sellin	Price Metrics	LY or YoY	LY or YoY (Price)
Sellin Price Prod Gr % vs LY	Scanout / Sellin	Sellin	Price Metrics	LY or YoY	LY or YoY (Price)
Sellin Price Prod LY	Scanout / Sellin	Sellin	Price Metrics	LY or YoY	LY or YoY (Price)
Price Prod +/- LY	Base Metrics	Price Metrics	Price Metrics	Current Period	Current Period (Price)
Price Prod GI vs LY	Base Metrics	Price Metrics	Price Metrics	LY or YoY	LY or YoY (Price)
Price Prod Gr % vs LY	Base Metrics	Price Metrics	Price Metrics	LY or YoY	LY or YoY (Price)
Price Prod LY	Base Metrics	Price Metrics	Price Metrics	LY or YoY	LY or YoY (Price)
B&M Unit % Mkt Shr +/- LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	Current Period	Current Period (Unit)
B&M Unit % Mkt Shr LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	LY or YoY	LY or YoY (Unit)
B&M Unit +/- LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	Current Period	Current Period (Unit)
B&M Unit Comp +/- LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	Current Period	Current Period (Unit)
B&M Unit Comp Contrib % LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	LY or YoY	LY or YoY (Unit)
B&M Unit Comp GI vs LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	LY or YoY	LY or YoY (Unit)
B&M Unit Comp Gr % vs LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	LY or YoY	LY or YoY (Unit)
B&M Unit Comp LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	LY or YoY	LY or YoY (Unit)
B&M Unit Contrib % LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	LY or YoY	LY or YoY (Unit)
B&M Unit EI vs LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	Current Period	Current Period (Unit)
B&M Unit GI vs LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	LY or YoY	LY or YoY (Unit)
B&M Unit Gr % vs LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	LY or YoY	LY or YoY (Unit)
B&M Unit LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	LY or YoY	LY or YoY (Unit)
B&M Unit Mkt +/- LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	Current Period	Current Period (Unit)
B&M Unit Mkt Contrib % LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	LY or YoY	LY or YoY (Unit)
B&M Unit Mkt GI vs LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	LY or YoY	LY or YoY (Unit)
B&M Unit Mkt Gr % vs LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	LY or YoY	LY or YoY (Unit)
B&M Unit Mkt LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	LY or YoY	LY or YoY (Unit)
B&M Unit PI +/- LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	Current Period	Current Period (Unit)
B&M Unit PI Gr % vs LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	LY or YoY	LY or YoY (Unit)
B&M Unit PI LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	LY or YoY	LY or YoY (Unit)
B&M Unit Prod +/- LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	Current Period	Current Period (Unit)
B&M Unit Prod Contrib % LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	LY or YoY	LY or YoY (Unit)
B&M Unit Prod GI vs LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	LY or YoY	LY or YoY (Unit)
B&M Unit Prod Gr % vs LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	LY or YoY	LY or YoY (Unit)
B&M Unit Prod LY	Brick & Mortar / Online	Brick & Mortar	Unit Metrics	LY or YoY	LY or YoY (Unit)
Baseline Unit % Mkt Shr +/- LY	Baseline /Incremental / Lost	Baseline	Unit Metrics	Current Period	Current Period (Unit)
Baseline Unit % Mkt Shr LY	Baseline /Incremental / Lost	Baseline	Unit Metrics	LY or YoY	LY or YoY (Unit)
Baseline Unit +/- LY	Baseline /Incremental / Lost	Baseline	Unit Metrics	Current Period	Current Period (Unit)
Baseline Unit Comp +/- LY	Baseline /Incremental / Lost	Baseline	Unit Metrics	Current Period	Current Period (Unit)
Baseline Unit Comp Contrib % LY	Baseline /Incremental / Lost	Baseline	Unit Metrics	LY or YoY	LY or YoY (Unit)
Baseline Unit Comp GI vs LY	Baseline /Incremental / Lost	Baseline	Unit Metrics	LY or YoY	LY or YoY (Unit)
